"category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"Trips","hh_member_7","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","1","Yes",NA
"Trips","hh_member_7","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","995","Missing: Skip logic",NA
"Trips","hh_member_8","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","-9998","Missing: Non-response",NA
"Trips","hh_member_8","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","0","No",NA
"Trips","hh_member_8","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","1","Yes",NA
"Trips","hh_member_8","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","995","Missing: Skip logic",NA
"Trips","hh_member_9","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","-9998","Missing: Non-response",NA
"Trips","hh_member_9","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","0","No",NA
"Trips","hh_member_9","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","1","Yes",NA
"Trips","hh_member_9","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","995","Missing: Skip logic",NA
"Survey metadata","invalid_purpose_flag",NA,NA,"Trip flagged for invalid purpose ","0","Trip purpose consistent with student/employment status",NA
"Survey metadata","invalid_purpose_flag",NA,NA,"Trip flagged for invalid purpose ","1","Trip purpose not consistent with student/employment status",NA
"Survey metadata","is_access",NA,NA,"Trip flagged as access leg","0","Trip is not access portion of linked trip",NA
"Survey metadata","is_access",NA,NA,"Trip flagged as access leg","1","Trip is  access portion of linked trip",NA
"Survey metadata","is_access",NA,NA,"Trip flagged as access leg","995","Missing: Skip logic",NA
"Survey metadata","is_egress",NA,NA,"Trip flagged as egress leg ","0","Trip is not egress portion of linked trip",NA
"Survey metadata","is_egress",NA,NA,"Trip flagged as egress leg ","1","Trip is egress portion of linked trip",NA
"Survey metadata","is_egress",NA,NA,"Trip flagged as egress leg ","995","Missing: Skip logic",NA
"Survey metadata","missing_distance",NA,NA,"Trip distance is missing","0","No",NA
"Survey metadata","missing_distance",NA,NA,"Trip distance is missing","1","Yes",NA
"Survey metadata","missing_speed",NA,NA,"Trip speed is missing","0","No",NA
"Survey metadata","missing_speed",NA,NA,"Trip speed is missing","1","Yes",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","-9998","Missing: Non-response",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","1","Walk, jog, or roll using a mobility device",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","2","Bicycle owned by my household",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","3","Borrowed bicycle (e.g., from friend)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","4","Other rented bicycle",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","6","HH vehicle 1 ",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","7","HH vehicle 2 ",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","8","HH vehicle 3",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","9","HH vehicle 4",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","10","HH vehicle 5",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","11","HH vehicle 6 ",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","12","HH vehicle 7",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","13","HH vehicle 8",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","16","Other vehicle in household",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","17","Rental car",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","21","Vanpool",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","22","Other vehicle",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","23","Local bus",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","24","School bus","If student"
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","27","Dial-a-Ride (e.g., Transit Link)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","28","Other bus",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","31","Airplane/helicopter",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","32","Boat/ferry/water taxi",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","33","Car from work",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","34","Friend/relative/colleague's car",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","36","Regular taxi (e.g., Yellow Cab)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","37","Lyft Line, Uberpool, or other shared-ride",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","38","University shuttle/bus",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","39","Light rail (e.g., Blue Line, Green Line)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","41","Intercity rail (e.g., Amtrak)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","42","Other rail",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","43","Skateboard/rollerblade",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","44","Golf cart",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","45","ATV or snowmobile",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","47","Other motorcycle/moped/scooter",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","49","Uber, Lyft, or other smartphone-app car service",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","55","Express bus",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","60","Other hired car service (e.g., black car, limo)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","62","Employer shuttle/bus","If employed"
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","63","Medical transportation service (non-emergency)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","69","Bike share (regular bicycle)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","70","Bike share (electric bicycle)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","71","Scooter share: electric push scooter",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","72","Scooter share: non-electric push scooter",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","73","Moped share (e.g., Scoot)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","74","Segway",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","75","Other scooter or similar",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","76","Carpool match (e.g., Waze Carpool)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","77","Scooter: Personal scooter or moped (not shared)",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","171","Metro Mobility",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","172","Northstar",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","995","Missing: Skip logic",NA
"Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","997","Other",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","-9998","Missing: Non-response",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","1","Walk, jog, or roll using a mobility device",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","2","Bicycle owned by my household",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","3","Borrowed bicycle (e.g., from friend)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","4","Other rented bicycle",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","6","HH vehicle 1 ",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","7","HH vehicle 2 ",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","8","HH vehicle 3",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","9","HH vehicle 4",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","10","HH vehicle 5",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","11","HH vehicle 6 ",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","12","HH vehicle 7",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","13","HH vehicle 8",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","16","Other vehicle in household",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","17","Rental car",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","21","Vanpool",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","22","Other vehicle",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","23","Local bus",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","24","School bus","If student"
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","27","Dial-a-Ride (e.g., Transit Link)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","28","Other bus",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","31","Airplane/helicopter",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","32","Boat/ferry/water taxi",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","33","Car from work",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","34","Friend/relative/colleague's car",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","36","Regular taxi (e.g., Yellow Cab)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","37","Lyft Line, Uberpool, or other shared-ride",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","38","University shuttle/bus",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","39","Light rail (e.g., Blue Line, Green Line)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","41","Intercity rail (e.g., Amtrak)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","42","Other rail",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","43","Skateboard/rollerblade",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","44","Golf cart",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","45","ATV or snowmobile",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","47","Other motorcycle/moped/scooter",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","49","Uber, Lyft, or other smartphone-app car service",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","55","Express bus",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","60","Other hired car service (e.g., black car, limo)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","62","Employer shuttle/bus","If employed"
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","63","Medical transportation service (non-emergency)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","69","Bike share (regular bicycle)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","70","Bike share (electric bicycle)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","71","Scooter share: electric push scooter",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","72","Scooter share: non-electric push scooter",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","73","Moped share (e.g., Scoot)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","74","Segway",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","75","Other scooter or similar",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","76","Carpool match (e.g., Waze Carpool)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","77","Scooter: Personal scooter or moped (not shared)",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","171","Metro Mobility",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","172","Northstar",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","995","Missing: Skip logic",NA
"Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","997","Other",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","-9998","Missing: Non-response",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","1","Walk, jog, or roll using a mobility device",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","2","Bicycle owned by my household",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","3","Borrowed bicycle (e.g., from friend)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","4","Other rented bicycle",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","6","HH vehicle 1 ",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","7","HH vehicle 2 ",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","8","HH vehicle 3",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","9","HH vehicle 4",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","10","HH vehicle 5",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","11","HH vehicle 6 ",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","12","HH vehicle 7",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","13","HH vehicle 8",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","16","Other vehicle in household",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","17","Rental car",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","21","Vanpool",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","22","Other vehicle",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","23","Local bus",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","24","School bus","If student"
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","27","Dial-a-Ride (e.g., Transit Link)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","28","Other bus",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","31","Airplane/helicopter",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","32","Boat/ferry/water taxi",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","33","Car from work",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","34","Friend/relative/colleague's car",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","36","Regular taxi (e.g., Yellow Cab)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","37","Lyft Line, Uberpool, or other shared-ride",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","38","University shuttle/bus",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","39","Light rail (e.g., Blue Line, Green Line)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","41","Intercity rail (e.g., Amtrak)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","42","Other rail",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","43","Skateboard/rollerblade",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","44","Golf cart",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","45","ATV or snowmobile",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","47","Other motorcycle/moped/scooter",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","49","Uber, Lyft, or other smartphone-app car service",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","55","Express bus",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","60","Other hired car service (e.g., black car, limo)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","62","Employer shuttle/bus","If employed"
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","63","Medical transportation service (non-emergency)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","69","Bike share (regular bicycle)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","70","Bike share (electric bicycle)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","71","Scooter share: electric push scooter",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","72","Scooter share: non-electric push scooter",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","73","Moped share (e.g., Scoot)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","74","Segway",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","75","Other scooter or similar",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","76","Carpool match (e.g., Waze Carpool)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","77","Scooter: Personal scooter or moped (not shared)",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","171","Metro Mobility",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","172","Northstar",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","995","Missing: Skip logic",NA
"Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","997","Other",NA
"Trips","mode_type",NA,NA,"Trip mode type","-9998","Missing: Non-response",NA
"Trips","mode_type",NA,NA,"Trip mode type","1","Rail",NA
"Trips","mode_type",NA,NA,"Trip mode type","2","School bus",NA
"Trips","mode_type",NA,NA,"Trip mode type","3","Public bus",NA
"Trips","mode_type",NA,NA,"Trip mode type","4","Other bus",NA
"Trips","mode_type",NA,NA,"Trip mode type","5","Long distance passenger mode",NA
"Trips","mode_type",NA,NA,"Trip mode type","6","Smartphone ridehailing service",NA
"Trips","mode_type",NA,NA,"Trip mode type","7","For-hire vehicle",NA
"Trips","mode_type",NA,NA,"Trip mode type","8","Household vehicle",NA
"Trips","mode_type",NA,NA,"Trip mode type","9","Other vehicle",NA
"Trips","mode_type",NA,NA,"Trip mode type","10","Micromobility",NA
"Trips","mode_type",NA,NA,"Trip mode type","11","Other",NA
"Trips","mode_type",NA,NA,"Trip mode type","12","Walk",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","-9998","Missing: Non-response",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","1","Northstar",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","2","Light rail (e.g., Blue Line, Green Line)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","3","Other rail",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","4","School bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","5","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","6","Express bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","7","Local bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","8","Dial-A-Ride (e.g., Transit Link)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","9","Metro Mobility",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","10","Employer shuttle/bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","11","University shuttle/bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","12","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","13","Vanpool",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","14","Other bus",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","15","Intercity rail (e.g., Amtrak)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","16","Intercity bus (e.g., Greyhound, Bolt Bus)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","17","Airplane/helicopter",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","18","Lyft Line, Uberpool, or other shared-ride",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","19","Uber, Lyft, or other smartphone-app ride service",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","20","Regular taxi",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","21","Other hired car service (e.g., black car, limo)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","22","Household vehicle 1",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","23","Household vehicle 2",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","24","Household vehicle 3",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","25","Household vehicle 4",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","26","Household vehicle 5",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","27","Household vehicle 6",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","28","Household vehicle 7",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","29","Household vehicle 8",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","30","Other vehicle in household",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","31","Other motorcycle",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","32","Car from work",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","33","Friend/relative/colleague's car",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","34","Rental car",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","35","Carpool match (e.g., Waze Carpool)",NA
"Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","36","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
