"","which_table","variable","wt_field","category","survey_question","variable_logic","variable_label","value","value_label","value_logic"
"562",NA,"d_purpose_category_imputed",NA,"Trips",NA,NA,"Destination purpose category imputed","14","School-related",NA
"563",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","-9998","Missing: Non-response",NA
"564",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","-1","Missing: Non-imputable",NA
"565",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","1","Went home",NA
"566",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","2","Went to work/work-related/volunteer-related","If employed"
"567",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","3","Attended school/class",NA
"568",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","4","Appointment/shopping/errands",NA
"569",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","5","Drop off, pick up, accompany person",NA
"570",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","7","Social/leisure/vacation activity",NA
"571",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","10","Primary workplace",NA
"572",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","11","Work-related activity (e.g., meeting, delivery, worksite)",NA
"573",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","12","Traveling for work (e.g., going to airport)",NA
"574",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","13","Volunteering",NA
"575",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","14","Other work-related",NA
"576",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","21","K-12 school",NA
"577",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","22","College/university",NA
"578",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","23","Other type of class (e.g., cooking class)",NA
"579",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","24","Other education-related (e.g., field trip)",NA
"580",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","25","Vocational education",NA
"581",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","26","Daycare or preschool",NA
"582",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","30","Grocery shopping",NA
"583",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","31","Get gas",NA
"584",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","32","Other routine shopping (e.g., pharmacy)",NA
"585",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","33","Errand without appointment (e.g., post office, dry cleaning)",NA
"586",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","34","Medical visit (e.g., doctor, dentist)",NA
"587",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","36","Shopping for major item (e.g., furniture, car)",NA
"588",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","37","Errand with appointment (e.g., haircut, accountant)",NA
"589",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","40","Pick-up/drop-off to/from childcare/preschool/adult care",NA
"590",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","41","Pick-up/drop-off to/from K-12 school or college",NA
"591",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","42","Pick-up/drop-off to/from other person's workplace",NA
"592",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","43","Pick-up/drop-off to/fromother person's scheduled activity (e.g., lesson, appointment)",NA
"593",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","44","Other place to pick-up/drop-off",NA
"594",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","45","Pick-up/drop-off to/from other person's home",NA
"595",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","50","Dine out/get coffee or take-out",NA
"596",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","51","Exercise (e.g., gym, jog, bike, walk dog)",NA
"597",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","52","Social (e.g., visit friends/relatives)",NA
"598",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","53","Leisure/entertain/cultural (e.g., cinema, museum)",NA
"599",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","54","Religious/civic/volunteer activity",NA
"600",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","55","Vacation/traveling",NA
"601",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","56","Family activity (e.g., watch child's game)",NA
"602",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","60","Change/transfer mode (e.g., wait for bus, change planes)",NA
"603",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","61","Other errand",NA
"604",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","62","Other social/leisure/vacation activity",NA
"605",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","80","Spent the night at non-home location out of region",NA
"606",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","81","Spent the night at non-home location in region",NA
"607",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","100","To/from other person's home",NA
"608",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","101","Split loop purpose",NA
"609",NA,"d_purpose_imputed",NA,"Trips",NA,NA,"Destination purpose imputed","997","Other purpose",NA
"610",NA,"hh_day_complete",NA,"Survey metadata",NA,NA,"Household day is complete","0","No",NA
"611",NA,"hh_day_complete",NA,"Survey metadata",NA,NA,"Household day is complete","1","Yes",NA
"612",NA,"hh_day_complete",NA,"Survey metadata",NA,NA,"Household day is complete","995","Missing: Skip logic",NA
"613",NA,"hh_member_1",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Member 1 was on trip","-9998","Missing: Non-response",NA
"614",NA,"hh_member_1",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Member 1 was on trip","0","No",NA
"615",NA,"hh_member_1",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Member 1 was on trip","1","Yes",NA
"616",NA,"hh_member_1",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.",NA,"Member 1 was on trip","995","Missing: Skip logic",NA
"617",NA,"hh_member_10",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=10","Member 10 was on trip","-9998","Missing: Non-response",NA
"618",NA,"hh_member_10",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=10","Member 10 was on trip","0","No",NA
"619",NA,"hh_member_10",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=10","Member 10 was on trip","1","Yes",NA
"620",NA,"hh_member_10",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=10","Member 10 was on trip","995","Missing: Skip logic",NA
"621",NA,"hh_member_11",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=11","Member 11 was on trip","-9998","Missing: Non-response",NA
"622",NA,"hh_member_11",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=11","Member 11 was on trip","0","No",NA
"623",NA,"hh_member_11",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=11","Member 11 was on trip","1","Yes",NA
"624",NA,"hh_member_11",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=11","Member 11 was on trip","995","Missing: Skip logic",NA
"625",NA,"hh_member_2",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=2","Member 2 was on trip","-9998","Missing: Non-response",NA
"626",NA,"hh_member_2",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=2","Member 2 was on trip","0","No",NA
"627",NA,"hh_member_2",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=2","Member 2 was on trip","1","Yes",NA
"628",NA,"hh_member_2",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=2","Member 2 was on trip","995","Missing: Skip logic",NA
"629",NA,"hh_member_3",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=3","Member 3 was on trip","-9998","Missing: Non-response",NA
"630",NA,"hh_member_3",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=3","Member 3 was on trip","0","No",NA
"631",NA,"hh_member_3",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=3","Member 3 was on trip","1","Yes",NA
"632",NA,"hh_member_3",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=3","Member 3 was on trip","995","Missing: Skip logic",NA
"633",NA,"hh_member_4",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=4","Member 4 was on trip","-9998","Missing: Non-response",NA
"634",NA,"hh_member_4",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=4","Member 4 was on trip","0","No",NA
"635",NA,"hh_member_4",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=4","Member 4 was on trip","1","Yes",NA
"636",NA,"hh_member_4",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=4","Member 4 was on trip","995","Missing: Skip logic",NA
"637",NA,"hh_member_5",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=5","Member 5 was on trip","-9998","Missing: Non-response",NA
"638",NA,"hh_member_5",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=5","Member 5 was on trip","0","No",NA
"639",NA,"hh_member_5",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=5","Member 5 was on trip","1","Yes",NA
"640",NA,"hh_member_5",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=5","Member 5 was on trip","995","Missing: Skip logic",NA
"641",NA,"hh_member_6",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=6","Member 6 was on trip","-9998","Missing: Non-response",NA
"642",NA,"hh_member_6",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=6","Member 6 was on trip","0","No",NA
"643",NA,"hh_member_6",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=6","Member 6 was on trip","1","Yes",NA
"644",NA,"hh_member_6",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=6","Member 6 was on trip","995","Missing: Skip logic",NA
"645",NA,"hh_member_7",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","-9998","Missing: Non-response",NA
"646",NA,"hh_member_7",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","0","No",NA
"647",NA,"hh_member_7",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","1","Yes",NA
"648",NA,"hh_member_7",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=7","Member 7 was on trip","995","Missing: Skip logic",NA
"649",NA,"hh_member_8",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","-9998","Missing: Non-response",NA
"650",NA,"hh_member_8",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","0","No",NA
"651",NA,"hh_member_8",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","1","Yes",NA
"652",NA,"hh_member_8",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=8","Member 8 was on trip","995","Missing: Skip logic",NA
"653",NA,"hh_member_9",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","-9998","Missing: Non-response",NA
"654",NA,"hh_member_9",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","0","No",NA
"655",NA,"hh_member_9",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","1","Yes",NA
"656",NA,"hh_member_9",NA,"Trips","Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.","If household size >=9","Member 9 was on trip","995","Missing: Skip logic",NA
"657",NA,"invalid_purpose_flag",NA,"Survey metadata",NA,NA,"Trip flagged for invalid purpose ","0","Trip purpose consistent with student/employment status",NA
"658",NA,"invalid_purpose_flag",NA,"Survey metadata",NA,NA,"Trip flagged for invalid purpose ","1","Trip purpose not consistent with student/employment status",NA
"659",NA,"is_access",NA,"Survey metadata",NA,NA,"Trip flagged as access leg","0","Trip is not access portion of linked trip",NA
"660",NA,"is_access",NA,"Survey metadata",NA,NA,"Trip flagged as access leg","1","Trip is  access portion of linked trip",NA
"661",NA,"is_access",NA,"Survey metadata",NA,NA,"Trip flagged as access leg","995","Missing: Skip logic",NA
"662",NA,"is_egress",NA,"Survey metadata",NA,NA,"Trip flagged as egress leg ","0","Trip is not egress portion of linked trip",NA
"663",NA,"is_egress",NA,"Survey metadata",NA,NA,"Trip flagged as egress leg ","1","Trip is egress portion of linked trip",NA
"664",NA,"is_egress",NA,"Survey metadata",NA,NA,"Trip flagged as egress leg ","995","Missing: Skip logic",NA
"665",NA,"missing_distance",NA,"Survey metadata",NA,NA,"Trip distance is missing","0","No",NA
"666",NA,"missing_distance",NA,"Survey metadata",NA,NA,"Trip distance is missing","1","Yes",NA
"667",NA,"missing_speed",NA,"Survey metadata",NA,NA,"Trip speed is missing","0","No",NA
"668",NA,"missing_speed",NA,"Survey metadata",NA,NA,"Trip speed is missing","1","Yes",NA
"669",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","-9998","Missing: Non-response",NA
"670",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","1","Walk, jog, or roll using a mobility device",NA
"671",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","2","Bicycle owned by my household",NA
"672",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","3","Borrowed bicycle (e.g., from friend)",NA
"673",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","4","Other rented bicycle",NA
"674",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","6","HH vehicle 1 ",NA
"675",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","7","HH vehicle 2 ",NA
"676",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","8","HH vehicle 3",NA
"677",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","9","HH vehicle 4",NA
"678",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","10","HH vehicle 5",NA
"679",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","11","HH vehicle 6 ",NA
"680",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","12","HH vehicle 7",NA
"681",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","13","HH vehicle 8",NA
"682",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","16","Other vehicle in household",NA
"683",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","17","Rental car",NA
"684",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"685",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","21","Vanpool",NA
"686",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","22","Other vehicle",NA
"687",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","23","Local bus",NA
"688",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","24","School bus","If student"
"689",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"690",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"691",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","27","Dial-a-Ride (e.g., Transit Link)",NA
"692",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","28","Other bus",NA
"693",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","31","Airplane/helicopter",NA
"694",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","32","Boat/ferry/water taxi",NA
"695",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","33","Car from work",NA
"696",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","34","Friend/relative/colleague's car",NA
"697",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","36","Regular taxi (e.g., Yellow Cab)",NA
"698",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","37","Lyft Line, Uberpool, or other shared-ride",NA
"699",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","38","University shuttle/bus",NA
"700",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","39","Light rail (e.g., Blue Line, Green Line)",NA
"701",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","41","Intercity rail (e.g., Amtrak)",NA
"702",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","42","Other rail",NA
"703",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","43","Skateboard/rollerblade",NA
"704",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","44","Golf cart",NA
"705",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","45","ATV or snowmobile",NA
"706",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","47","Other motorcycle/moped/scooter",NA
"707",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","49","Uber, Lyft, or other smartphone-app car service",NA
"708",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","55","Express bus",NA
"709",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA
"710",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","60","Other hired car service (e.g., black car, limo)",NA
"711",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA
"712",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","62","Employer shuttle/bus","If employed"
"713",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","63","Medical transportation service (non-emergency)",NA
"714",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","69","Bike share (regular bicycle)",NA
"715",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","70","Bike share (electric bicycle)",NA
"716",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","71","Scooter share: electric push scooter",NA
"717",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","72","Scooter share: non-electric push scooter",NA
"718",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","73","Moped share (e.g., Scoot)",NA
"719",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","74","Segway",NA
"720",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","75","Other scooter or similar",NA
"721",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","76","Carpool match (e.g., Waze Carpool)",NA
"722",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","77","Scooter: Personal scooter or moped (not shared)",NA
"723",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","171","Metro Mobility",NA
"724",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","172","Northstar",NA
"725",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","995","Missing: Skip logic",NA
"726",NA,"mode_1",NA,"Trips","How did you travel? Select all that apply",NA,"Trip mode one ","997","Other",NA
"727",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","-9998","Missing: Non-response",NA
"728",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","1","Walk, jog, or roll using a mobility device",NA
"729",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","2","Bicycle owned by my household",NA
"730",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","3","Borrowed bicycle (e.g., from friend)",NA
"731",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","4","Other rented bicycle",NA
"732",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","6","HH vehicle 1 ",NA
"733",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","7","HH vehicle 2 ",NA
"734",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","8","HH vehicle 3",NA
"735",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","9","HH vehicle 4",NA
"736",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","10","HH vehicle 5",NA
"737",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","11","HH vehicle 6 ",NA
"738",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","12","HH vehicle 7",NA
"739",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","13","HH vehicle 8",NA
"740",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","16","Other vehicle in household",NA
"741",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","17","Rental car",NA
"742",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA
"743",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","21","Vanpool",NA
"744",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","22","Other vehicle",NA
"745",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","23","Local bus",NA
"746",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","24","School bus","If student"
"747",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","25","Intercity bus (e.g., Greyhound, Megabus)",NA
"748",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA
"749",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","27","Dial-a-Ride (e.g., Transit Link)",NA
"750",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","28","Other bus",NA
"751",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","31","Airplane/helicopter",NA
"752",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","32","Boat/ferry/water taxi",NA
"753",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","33","Car from work",NA
"754",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","34","Friend/relative/colleague's car",NA
"755",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","36","Regular taxi (e.g., Yellow Cab)",NA
"756",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","37","Lyft Line, Uberpool, or other shared-ride",NA
"757",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","38","University shuttle/bus",NA
"758",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","39","Light rail (e.g., Blue Line, Green Line)",NA
"759",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","41","Intercity rail (e.g., Amtrak)",NA
"760",NA,"mode_2",NA,"Trips","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","42","Other rail",NA
