"","category","variable","survey_question","variable_logic","variable_label","value","value_label","value_logic","which_table","wt_field"
"553","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","21","Vanpool",NA,"trip","trip_weight"
"554","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","22","Other vehicle",NA,"trip","trip_weight"
"555","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","23","Local bus",NA,"trip","trip_weight"
"556","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","24","School bus","If student","trip","trip_weight"
"557","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","25","Intercity bus (e.g., Greyhound, Megabus)",NA,"trip","trip_weight"
"558","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,"trip","trip_weight"
"559","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","27","Dial-a-Ride (e.g., Transit Link)",NA,"trip","trip_weight"
"560","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","28","Other bus",NA,"trip","trip_weight"
"561","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","31","Airplane/helicopter",NA,"trip","trip_weight"
"562","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","32","Boat/ferry/water taxi",NA,"trip","trip_weight"
"563","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","33","Car from work",NA,"trip","trip_weight"
"564","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","34","Friend/relative/colleague's car",NA,"trip","trip_weight"
"565","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","36","Regular taxi (e.g., Yellow Cab)",NA,"trip","trip_weight"
"566","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","37","Lyft Line, Uberpool, or other shared-ride",NA,"trip","trip_weight"
"567","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","38","University shuttle/bus",NA,"trip","trip_weight"
"568","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","39","Light rail (e.g., Blue Line, Green Line)",NA,"trip","trip_weight"
"569","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","41","Intercity rail (e.g., Amtrak)",NA,"trip","trip_weight"
"570","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","42","Other rail",NA,"trip","trip_weight"
"571","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","43","Skateboard/rollerblade",NA,"trip","trip_weight"
"572","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","44","Golf cart",NA,"trip","trip_weight"
"573","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","45","ATV or snowmobile",NA,"trip","trip_weight"
"574","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","47","Other motorcycle/moped/scooter",NA,"trip","trip_weight"
"575","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","49","Uber, Lyft, or other smartphone-app car service",NA,"trip","trip_weight"
"576","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","55","Express bus",NA,"trip","trip_weight"
"577","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA,"trip","trip_weight"
"578","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","60","Other hired car service (e.g., black car, limo)",NA,"trip","trip_weight"
"579","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,"trip","trip_weight"
"580","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","62","Employer shuttle/bus","If employed","trip","trip_weight"
"581","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","63","Medical transportation service (non-emergency)",NA,"trip","trip_weight"
"582","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","69","Bike share (regular bicycle)",NA,"trip","trip_weight"
"583","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","70","Bike share (electric bicycle)",NA,"trip","trip_weight"
"584","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","71","Scooter share: electric push scooter",NA,"trip","trip_weight"
"585","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","72","Scooter share: non-electric push scooter",NA,"trip","trip_weight"
"586","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","73","Moped share (e.g., Scoot)",NA,"trip","trip_weight"
"587","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","74","Segway",NA,"trip","trip_weight"
"588","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","75","Other scooter or similar",NA,"trip","trip_weight"
"589","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","76","Carpool match (e.g., Waze Carpool)",NA,"trip","trip_weight"
"590","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","77","Scooter: Personal scooter or moped (not shared)",NA,"trip","trip_weight"
"591","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","171","Metro Mobility",NA,"trip","trip_weight"
"592","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","172","Northstar",NA,"trip","trip_weight"
"593","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","995","Missing: Skip logic",NA,"trip","trip_weight"
"594","Trips","mode_1","How did you travel? Select all that apply",NA,"Trip mode one ","997","Other",NA,"trip","trip_weight"
"595","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","-9998","Missing: Non-response",NA,"trip","trip_weight"
"596","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","1","Walk, jog, or roll using a mobility device",NA,"trip","trip_weight"
"597","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","2","Bicycle owned by my household",NA,"trip","trip_weight"
"598","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","3","Borrowed bicycle (e.g., from friend)",NA,"trip","trip_weight"
"599","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","4","Other rented bicycle",NA,"trip","trip_weight"
"600","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","6","HH vehicle 1 ",NA,"trip","trip_weight"
"601","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","7","HH vehicle 2 ",NA,"trip","trip_weight"
"602","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","8","HH vehicle 3",NA,"trip","trip_weight"
"603","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","9","HH vehicle 4",NA,"trip","trip_weight"
"604","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","10","HH vehicle 5",NA,"trip","trip_weight"
"605","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","11","HH vehicle 6 ",NA,"trip","trip_weight"
"606","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","12","HH vehicle 7",NA,"trip","trip_weight"
"607","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","13","HH vehicle 8",NA,"trip","trip_weight"
"608","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","16","Other vehicle in household",NA,"trip","trip_weight"
"609","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","17","Rental car",NA,"trip","trip_weight"
"610","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,"trip","trip_weight"
"611","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","21","Vanpool",NA,"trip","trip_weight"
"612","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","22","Other vehicle",NA,"trip","trip_weight"
"613","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","23","Local bus",NA,"trip","trip_weight"
"614","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","24","School bus","If student","trip","trip_weight"
"615","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","25","Intercity bus (e.g., Greyhound, Megabus)",NA,"trip","trip_weight"
"616","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,"trip","trip_weight"
"617","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","27","Dial-a-Ride (e.g., Transit Link)",NA,"trip","trip_weight"
"618","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","28","Other bus",NA,"trip","trip_weight"
"619","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","31","Airplane/helicopter",NA,"trip","trip_weight"
"620","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","32","Boat/ferry/water taxi",NA,"trip","trip_weight"
"621","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","33","Car from work",NA,"trip","trip_weight"
"622","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","34","Friend/relative/colleague's car",NA,"trip","trip_weight"
"623","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","36","Regular taxi (e.g., Yellow Cab)",NA,"trip","trip_weight"
"624","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","37","Lyft Line, Uberpool, or other shared-ride",NA,"trip","trip_weight"
"625","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","38","University shuttle/bus",NA,"trip","trip_weight"
"626","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","39","Light rail (e.g., Blue Line, Green Line)",NA,"trip","trip_weight"
"627","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","41","Intercity rail (e.g., Amtrak)",NA,"trip","trip_weight"
"628","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","42","Other rail",NA,"trip","trip_weight"
"629","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","43","Skateboard/rollerblade",NA,"trip","trip_weight"
"630","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","44","Golf cart",NA,"trip","trip_weight"
"631","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","45","ATV or snowmobile",NA,"trip","trip_weight"
"632","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","47","Other motorcycle/moped/scooter",NA,"trip","trip_weight"
"633","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","49","Uber, Lyft, or other smartphone-app car service",NA,"trip","trip_weight"
"634","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","55","Express bus",NA,"trip","trip_weight"
"635","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA,"trip","trip_weight"
"636","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","60","Other hired car service (e.g., black car, limo)",NA,"trip","trip_weight"
"637","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,"trip","trip_weight"
"638","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","62","Employer shuttle/bus","If employed","trip","trip_weight"
"639","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","63","Medical transportation service (non-emergency)",NA,"trip","trip_weight"
"640","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","69","Bike share (regular bicycle)",NA,"trip","trip_weight"
"641","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","70","Bike share (electric bicycle)",NA,"trip","trip_weight"
"642","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","71","Scooter share: electric push scooter",NA,"trip","trip_weight"
"643","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","72","Scooter share: non-electric push scooter",NA,"trip","trip_weight"
"644","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","73","Moped share (e.g., Scoot)",NA,"trip","trip_weight"
"645","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","74","Segway",NA,"trip","trip_weight"
"646","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","75","Other scooter or similar",NA,"trip","trip_weight"
"647","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","76","Carpool match (e.g., Waze Carpool)",NA,"trip","trip_weight"
"648","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","77","Scooter: Personal scooter or moped (not shared)",NA,"trip","trip_weight"
"649","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","171","Metro Mobility",NA,"trip","trip_weight"
"650","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","172","Northstar",NA,"trip","trip_weight"
"651","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","995","Missing: Skip logic",NA,"trip","trip_weight"
"652","Trips","mode_2","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode two","997","Other",NA,"trip","trip_weight"
"653","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","-9998","Missing: Non-response",NA,"trip","trip_weight"
"654","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","1","Walk, jog, or roll using a mobility device",NA,"trip","trip_weight"
"655","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","2","Bicycle owned by my household",NA,"trip","trip_weight"
"656","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","3","Borrowed bicycle (e.g., from friend)",NA,"trip","trip_weight"
"657","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","4","Other rented bicycle",NA,"trip","trip_weight"
"658","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","6","HH vehicle 1 ",NA,"trip","trip_weight"
"659","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","7","HH vehicle 2 ",NA,"trip","trip_weight"
"660","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","8","HH vehicle 3",NA,"trip","trip_weight"
"661","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","9","HH vehicle 4",NA,"trip","trip_weight"
"662","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","10","HH vehicle 5",NA,"trip","trip_weight"
"663","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","11","HH vehicle 6 ",NA,"trip","trip_weight"
"664","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","12","HH vehicle 7",NA,"trip","trip_weight"
"665","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","13","HH vehicle 8",NA,"trip","trip_weight"
"666","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","16","Other vehicle in household",NA,"trip","trip_weight"
"667","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","17","Rental car",NA,"trip","trip_weight"
"668","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","18","Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,"trip","trip_weight"
"669","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","21","Vanpool",NA,"trip","trip_weight"
"670","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","22","Other vehicle",NA,"trip","trip_weight"
"671","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","23","Local bus",NA,"trip","trip_weight"
"672","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","24","School bus","If student","trip","trip_weight"
"673","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","25","Intercity bus (e.g., Greyhound, Megabus)",NA,"trip","trip_weight"
"674","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","26","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,"trip","trip_weight"
"675","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","27","Dial-a-Ride (e.g., Transit Link)",NA,"trip","trip_weight"
"676","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","28","Other bus",NA,"trip","trip_weight"
"677","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","31","Airplane/helicopter",NA,"trip","trip_weight"
"678","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","32","Boat/ferry/water taxi",NA,"trip","trip_weight"
"679","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","33","Car from work",NA,"trip","trip_weight"
"680","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","34","Friend/relative/colleague's car",NA,"trip","trip_weight"
"681","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","36","Regular taxi (e.g., Yellow Cab)",NA,"trip","trip_weight"
"682","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","37","Lyft Line, Uberpool, or other shared-ride",NA,"trip","trip_weight"
"683","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","38","University shuttle/bus",NA,"trip","trip_weight"
"684","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","39","Light rail (e.g., Blue Line, Green Line)",NA,"trip","trip_weight"
"685","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","41","Intercity rail (e.g., Amtrak)",NA,"trip","trip_weight"
"686","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","42","Other rail",NA,"trip","trip_weight"
"687","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","43","Skateboard/rollerblade",NA,"trip","trip_weight"
"688","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","44","Golf cart",NA,"trip","trip_weight"
"689","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","45","ATV or snowmobile",NA,"trip","trip_weight"
"690","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","47","Other motorcycle/moped/scooter",NA,"trip","trip_weight"
"691","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","49","Uber, Lyft, or other smartphone-app car service",NA,"trip","trip_weight"
"692","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","55","Express bus",NA,"trip","trip_weight"
"693","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","59","Peer-to-peer car rental (e.g., Turo, Getaround)",NA,"trip","trip_weight"
"694","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","60","Other hired car service (e.g., black car, limo)",NA,"trip","trip_weight"
"695","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","61","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,"trip","trip_weight"
"696","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","62","Employer shuttle/bus","If employed","trip","trip_weight"
"697","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","63","Medical transportation service (non-emergency)",NA,"trip","trip_weight"
"698","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","69","Bike share (regular bicycle)",NA,"trip","trip_weight"
"699","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","70","Bike share (electric bicycle)",NA,"trip","trip_weight"
"700","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","71","Scooter share: electric push scooter",NA,"trip","trip_weight"
"701","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","72","Scooter share: non-electric push scooter",NA,"trip","trip_weight"
"702","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","73","Moped share (e.g., Scoot)",NA,"trip","trip_weight"
"703","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","74","Segway",NA,"trip","trip_weight"
"704","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","75","Other scooter or similar",NA,"trip","trip_weight"
"705","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","76","Carpool match (e.g., Waze Carpool)",NA,"trip","trip_weight"
"706","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","77","Scooter: Personal scooter or moped (not shared)",NA,"trip","trip_weight"
"707","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","171","Metro Mobility",NA,"trip","trip_weight"
"708","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","172","Northstar",NA,"trip","trip_weight"
"709","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","995","Missing: Skip logic",NA,"trip","trip_weight"
"710","Trips","mode_3","How did you travel? Select all that apply","Participation groups 1 & 3 only","Trip mode three","997","Other",NA,"trip","trip_weight"
"711","Trips","mode_type",NA,NA,"Trip mode type","-9998","Missing: Non-response",NA,"trip","trip_weight"
"712","Trips","mode_type",NA,NA,"Trip mode type","1","Rail",NA,"trip","trip_weight"
"713","Trips","mode_type",NA,NA,"Trip mode type","2","School bus",NA,"trip","trip_weight"
"714","Trips","mode_type",NA,NA,"Trip mode type","3","Public bus",NA,"trip","trip_weight"
"715","Trips","mode_type",NA,NA,"Trip mode type","4","Other bus",NA,"trip","trip_weight"
"716","Trips","mode_type",NA,NA,"Trip mode type","5","Long distance passenger mode",NA,"trip","trip_weight"
"717","Trips","mode_type",NA,NA,"Trip mode type","6","Smartphone ridehailing service",NA,"trip","trip_weight"
"718","Trips","mode_type",NA,NA,"Trip mode type","7","For-hire vehicle",NA,"trip","trip_weight"
"719","Trips","mode_type",NA,NA,"Trip mode type","8","Household vehicle",NA,"trip","trip_weight"
"720","Trips","mode_type",NA,NA,"Trip mode type","9","Other vehicle",NA,"trip","trip_weight"
"721","Trips","mode_type",NA,NA,"Trip mode type","10","Micromobility",NA,"trip","trip_weight"
"722","Trips","mode_type",NA,NA,"Trip mode type","11","Other",NA,"trip","trip_weight"
"723","Trips","mode_type",NA,NA,"Trip mode type","12","Walk",NA,"trip","trip_weight"
"724","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","-9998","Missing: Non-response",NA,"trip","trip_weight"
"725","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","1","Northstar",NA,"trip","trip_weight"
"726","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","2","Light rail (e.g., Blue Line, Green Line)",NA,"trip","trip_weight"
"727","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","3","Other rail",NA,"trip","trip_weight"
"728","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","4","School bus",NA,"trip","trip_weight"
"729","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","5","Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,"trip","trip_weight"
"730","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","6","Express bus",NA,"trip","trip_weight"
"731","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","7","Local bus",NA,"trip","trip_weight"
"732","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","8","Dial-A-Ride (e.g., Transit Link)",NA,"trip","trip_weight"
"733","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","9","Metro Mobility",NA,"trip","trip_weight"
"734","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","10","Employer shuttle/bus",NA,"trip","trip_weight"
"735","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","11","University shuttle/bus",NA,"trip","trip_weight"
"736","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","12","Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,"trip","trip_weight"
"737","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","13","Vanpool",NA,"trip","trip_weight"
"738","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","14","Other bus",NA,"trip","trip_weight"
"739","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","15","Intercity rail (e.g., Amtrak)",NA,"trip","trip_weight"
"740","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","16","Intercity bus (e.g., Greyhound, Bolt Bus)",NA,"trip","trip_weight"
"741","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","17","Airplane/helicopter",NA,"trip","trip_weight"
"742","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","18","Lyft Line, Uberpool, or other shared-ride",NA,"trip","trip_weight"
"743","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","19","Uber, Lyft, or other smartphone-app ride service",NA,"trip","trip_weight"
"744","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","20","Regular taxi",NA,"trip","trip_weight"
"745","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","21","Other hired car service (e.g., black car, limo)",NA,"trip","trip_weight"
"746","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","22","Household vehicle 1",NA,"trip","trip_weight"
"747","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","23","Household vehicle 2",NA,"trip","trip_weight"
"748","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","24","Household vehicle 3",NA,"trip","trip_weight"
"749","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","25","Household vehicle 4",NA,"trip","trip_weight"
"750","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","26","Household vehicle 5",NA,"trip","trip_weight"
"751","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","27","Household vehicle 6",NA,"trip","trip_weight"
"752","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","28","Household vehicle 7",NA,"trip","trip_weight"
"753","Trips","mode_type_detailed",NA,NA,"Detailed trip mode type","29","Household vehicle 8",NA,"trip","trip_weight"
