which_table,category,variable,survey_question,variable_logic,variable_label,value,value_label,value_logic,wt_field
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,18,"Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,21,Vanpool,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,22,Other vehicle,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,23,Local bus,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,24,School bus,If student,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,25,"Intercity bus (e.g., Greyhound, Megabus)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,26,"Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,27,"Dial-a-Ride (e.g., Transit Link)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,28,Other bus,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,31,Airplane/helicopter,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,32,Boat/ferry/water taxi,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,33,Car from work,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,34,Friend/relative/colleague's car,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,36,"Regular taxi (e.g., Yellow Cab)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,37,"Lyft Line, Uberpool, or other shared-ride",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,38,University shuttle/bus,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,39,"Light rail (e.g., Blue Line, Green Line)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,41,"Intercity rail (e.g., Amtrak)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,42,Other rail,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,43,Skateboard/rollerblade,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,44,Golf cart,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,45,ATV or snowmobile,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,47,Other motorcycle/moped/scooter,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,49,"Uber, Lyft, or other smartphone-app car service",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,55,Express bus,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,59,"Peer-to-peer car rental (e.g., Turo, Getaround)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,60,"Other hired car service (e.g., black car, limo)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,61,"Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,62,Employer shuttle/bus,If employed,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,63,Medical transportation service (non-emergency),NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,69,Bike share (regular bicycle),NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,70,Bike share (electric bicycle),NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,71,Scooter share: electric push scooter,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,72,Scooter share: non-electric push scooter,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,73,"Moped share (e.g., Scoot)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,74,Segway,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,75,Other scooter or similar,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,76,"Carpool match (e.g., Waze Carpool)",NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,77,Scooter: Personal scooter or moped (not shared),NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,171,Metro Mobility,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,172,Northstar,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,995,Missing: Skip logic,NA,trip_weight
trip,Survey metadata,mode_2,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode two,997,Other,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,-9998,Missing: Non-response,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,1,"Walk, jog, or roll using a mobility device",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,2,Bicycle owned by my household,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,3,"Borrowed bicycle (e.g., from friend)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,4,Other rented bicycle,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,6,HH vehicle 1 ,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,7,HH vehicle 2 ,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,8,HH vehicle 3,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,9,HH vehicle 4,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,10,HH vehicle 5,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,11,HH vehicle 6 ,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,12,HH vehicle 7,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,13,HH vehicle 8,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,16,Other vehicle in household,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,17,Rental car,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,18,"Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,21,Vanpool,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,22,Other vehicle,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,23,Local bus,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,24,School bus,If student,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,25,"Intercity bus (e.g., Greyhound, Megabus)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,26,"Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,27,"Dial-a-Ride (e.g., Transit Link)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,28,Other bus,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,31,Airplane/helicopter,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,32,Boat/ferry/water taxi,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,33,Car from work,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,34,Friend/relative/colleague's car,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,36,"Regular taxi (e.g., Yellow Cab)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,37,"Lyft Line, Uberpool, or other shared-ride",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,38,University shuttle/bus,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,39,"Light rail (e.g., Blue Line, Green Line)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,41,"Intercity rail (e.g., Amtrak)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,42,Other rail,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,43,Skateboard/rollerblade,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,44,Golf cart,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,45,ATV or snowmobile,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,47,Other motorcycle/moped/scooter,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,49,"Uber, Lyft, or other smartphone-app car service",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,55,Express bus,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,59,"Peer-to-peer car rental (e.g., Turo, Getaround)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,60,"Other hired car service (e.g., black car, limo)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,61,"Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,62,Employer shuttle/bus,If employed,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,63,Medical transportation service (non-emergency),NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,69,Bike share (regular bicycle),NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,70,Bike share (electric bicycle),NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,71,Scooter share: electric push scooter,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,72,Scooter share: non-electric push scooter,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,73,"Moped share (e.g., Scoot)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,74,Segway,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,75,Other scooter or similar,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,76,"Carpool match (e.g., Waze Carpool)",NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,77,Scooter: Personal scooter or moped (not shared),NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,171,Metro Mobility,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,172,Northstar,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,995,Missing: Skip logic,NA,trip_weight
trip,Survey metadata,mode_3,How did you travel? Select all that apply,Participation groups 1 & 3 only,Trip mode three,997,Other,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,1,Rail,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,2,School bus,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,3,Public bus,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,4,Other bus,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,5,Long distance passenger mode,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,6,Smartphone ridehailing service,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,7,For-hire vehicle,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,8,Household vehicle,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,9,Other vehicle,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,10,Micromobility,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,11,Other,NA,trip_weight
trip,Trips,mode_type,How did you travel?,NA,Trip mode type - broad categories,12,Walk,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,1,Northstar,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,2,"Light rail (e.g., Blue Line, Green Line)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,3,Other rail,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,4,School bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,5,"Bus Rapid Transit (BRT) (e.g., A Line, C Line, Red Line)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,6,Express bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,7,Local bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,8,"Dial-A-Ride (e.g., Transit Link)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,9,Metro Mobility,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,10,Employer shuttle/bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,11,University shuttle/bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,12,"Other private shuttle/bus (e.g., a hotel's, an airport's)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,13,Vanpool,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,14,Other bus,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,15,"Intercity rail (e.g., Amtrak)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,16,"Intercity bus (e.g., Greyhound, Bolt Bus)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,17,Airplane/helicopter,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,18,"Lyft Line, Uberpool, or other shared-ride",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,19,"Uber, Lyft, or other smartphone-app ride service",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,20,Regular taxi,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,21,"Other hired car service (e.g., black car, limo)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,22,Household vehicle 1,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,23,Household vehicle 2,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,24,Household vehicle 3,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,25,Household vehicle 4,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,26,Household vehicle 5,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,27,Household vehicle 6,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,28,Household vehicle 7,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,29,Household vehicle 8,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,30,Other vehicle in household,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,31,Other motorcycle,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,32,Car from work,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,33,Friend/relative/colleague's car,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,34,Rental car,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,35,"Carpool match (e.g., Waze Carpool)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,36,"Carshare service (e.g., HOURCAR, Car2Go, Zipcar, Maven)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,37,"Peer-to-peer car rental (e.g., Turo, Getaround)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,38,Other vehicle,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,39,Bicycle owned by my household,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,40,"Borrowed bicycle (e.g., from friend)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,41,Bike-share (regular bicycle),NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,42,Bike-share (electric bicycle),NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,43,Other rented bicycle,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,44,Personal scooter or moped (not shared),NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,45,Scooter share: electric push scooter,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,46,Scooter share: non-electric push scooter,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,47,"Moped share (e.g., Scoot)",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,48,Segway,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,49,Other scooter or moped,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,50,Skateboard/rollerblade,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,51,Boat/ferry/water taxi,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,52,Golf cart,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,53,ATV or snowmobile,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,54,Medical transportation service (non-emergency),NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,55,Other,NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,56,"Walk, jog, or roll using a wheelchair",NA,trip_weight
trip,Trips,mode_type_detailed,How did you travel?,NA,Trip mode type - detailed categories,995,Missing: Skip logic,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,1,1 person,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,2,2 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,3,3 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,4,4 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,5,5 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,6,6 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,7,7 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,8,8 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,9,9 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,10,10 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,11,11 people,NA,trip_weight
trip,Trips,num_hh_travelers,Which household members traveled with you on this trip? Select all that apply. Please include anyone that started the trip with you and traveled with you.,NA,Number of  household members on trip ,995,Missing: Skip logic,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,0,Nobody (0 people),NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,1,1 person,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,2,2 people,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,3,3 people,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,4,4 people,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,5,5 or more people,NA,trip_weight
trip,Trips,num_non_hh_travelers,How many other people (not in your household) were traveling specifically with you? Please do NOT include taxi/bus drivers. Please do NOT include anyone you met at your destination.,NA,Number of non-household members on trip,995,Missing: Skip logic,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,-9998,Missing: Non-response,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,1,1 person,NA,trip_weight
trip,Trips,num_travelers,How many [non-household and household members] traveled with you? Please include anyone that started the trip with you and traveled with you.,NA,Number of people in travel party,2,2 people,NA,trip_weight
