which_table,category,variable,variable_label,survey_question,variable_logic,value,value_label,wt_field
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,2,5 days,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,3,4 days,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,4,3 days,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,5,2 days,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,6,1 day,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,995,Missing,person_weight
per,,school_freq,Days per week commuting to school,,If adult student and attends some or all classes in-person,996,None,person_weight
per,,school_in_mpo,NA,,NA,NA,NA,person_weight
per,,school_in_region,School is in study region,,NA,0,Not in study region,person_weight
per,,school_in_region,School is in study region,,NA,1,In study region,person_weight
per,,school_in_region,School is in study region,,NA,995,Missing,person_weight
per,,school_lat,NA,,NA,NA,NA,person_weight
per,,school_lon,NA,,NA,NA,NA,person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",1,"Walk, jog, or roll using a mobility device",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",24,School bus,person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",100,Household vehicle (or motorcycle),person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",102,"Bus, shuttle, or vanpool",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",103,Bicycle or e-bicycle,person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",104,Other way of traveling,person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",105,"Rail (e.g., light rail)",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",106,"Uber/Lyft, taxi, or car service",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",107,"Scooter, moped, or skateboard",person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",201,SouthWest Prime or MVTA Connect,person_weight
per,,school_mode,Typical travel mode to school,,"If student and not cared for at home, homeschooled, or attends online classes only",995,Missing,person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,1,"Walk, jog, or roll using a mobility device",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,24,School bus,person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,100,Household vehicle (or motorcycle),person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,101,"Other vehicle (e.g., friend's car, rental, carshare, work car)",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,102,"Bus, shuttle, or vanpool",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,103,Bicycle or e-bicycle,person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,104,Other way of traveling,person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,105,"Rail (e.g., light rail)",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,106,"Uber/Lyft, taxi, or car service",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,107,"Scooter, moped, or skateboard",person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,201,SouthWest Prime or MVTA Connect,person_weight
per,,school_mode_season,Alternate commute method to school depending on season,,If school mode varies by season,995,Missing,person_weight
per,,school_mode_seasonality,Does school mode vary by season,,If student and not cared for at home or homeschooled,1,Yes,person_weight
per,,school_mode_seasonality,Does school mode vary by season,,If student and not cared for at home or homeschooled,2,No,person_weight
per,,school_mode_seasonality,Does school mode vary by season,,If student and not cared for at home or homeschooled,995,Missing,person_weight
per,,school_puma_2010,NA,,NA,NA,NA,person_weight
per,,school_state,School location: State,,NA,27,Minnesota,person_weight
per,,school_state,School location: State,,NA,55,Wisconsin,person_weight
per,,school_state,School location: State,,NA,995,Missing,person_weight
per,,school_thrive_category,NA,,NA,NA,NA,person_weight
per,,school_thrive_category_broad,NA,,NA,NA,NA,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,1,Cared for at home (not enrolled in school or daycare),person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,2,Daycare outside home,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,3,Preschool,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,4,Home school,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,5,"Elementary school (public, private, charter)",person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,6,"Middle school (public, private, charter)",person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,7,"High school (public, private, charter)",person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,10,Vocational/technical school,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,11,2-year college,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,12,4-year college,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,13,Graduate/professional school,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,995,Missing,person_weight
per,,school_type,Type of school attends,,If adult student or child under 18,997,Other,person_weight
per,,school_urban_rural_suburban,NA,,NA,NA,NA,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,1,6-7 days a week,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,2,5 days a week,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,3,4 days a week,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,4,2-3 days a week,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,5,1 day a week,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,6,1-3 days a month,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,7,Less than monthly,person_weight
per,,scoot_share_freq,How often uses scooter share programs,,If uses scooter share,995,Missing,person_weight
per,,second_home,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,NA,0,Does not regularly spend night at second home,person_weight
per,,second_home,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,NA,1,Regularly spends night at second home,person_weight
per,,second_home,"Regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,NA,995,Missing,person_weight
per,,second_home_all,"Any household member regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,If has related household members,1,No,person_weight
per,,second_home_all,"Any household member regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,If has related household members,2,Yes,person_weight
per,,second_home_all,"Any household member regularly spends the night at a second residence in the region (e.g., home of other parent, home of spouse/partner)",,If has related household members,995,Missing,person_weight
per,,share_work_1,"Share work -- Drives passengers for Uber, Lyft, or another smartphone-app ride service",,NA,0,Not selected,person_weight
per,,share_work_1,"Share work -- Drives passengers for Uber, Lyft, or another smartphone-app ride service",,NA,1,"I drive passengers for Uber, Lyft, or another smartphone-app ride service",person_weight
per,,share_work_1,"Share work -- Drives passengers for Uber, Lyft, or another smartphone-app ride service",,NA,995,Missing,person_weight
per,,share_work_2,"Share work -- Delivers packages for a smartphone-app service (e.g., Amazon Flex)",,NA,0,Not selected,person_weight
per,,share_work_2,"Share work -- Delivers packages for a smartphone-app service (e.g., Amazon Flex)",,NA,1,"I deliver packages for a smartphone-app service (e.g., Amazon Flex)",person_weight
per,,share_work_2,"Share work -- Delivers packages for a smartphone-app service (e.g., Amazon Flex)",,NA,995,Missing,person_weight
per,,share_work_3,"Share work -- Delivers food/groceries for a smartphone-app service (e.g., DoorDash, Uber Eats)",,NA,0,Not selected,person_weight
per,,share_work_3,"Share work -- Delivers food/groceries for a smartphone-app service (e.g., DoorDash, Uber Eats)",,NA,1,"I deliver food/groceries for a smartphone-app service (e.g., DoorDash, Uber Eats)",person_weight
per,,share_work_3,"Share work -- Delivers food/groceries for a smartphone-app service (e.g., DoorDash, Uber Eats)",,NA,995,Missing,person_weight
per,,share_work_4,"Share work -- Rents a personal vehicle for money (e.g., Turo)",,NA,0,Not selected,person_weight
per,,share_work_4,"Share work -- Rents a personal vehicle for money (e.g., Turo)",,NA,1,"I rent a personal vehicle for money (e.g., Turo)",person_weight
per,,share_work_4,"Share work -- Rents a personal vehicle for money (e.g., Turo)",,NA,995,Missing,person_weight
per,,share_work_5,Share work -- Redistributes bicycles for a bikeshare company,,NA,0,Not selected,person_weight
per,,share_work_5,Share work -- Redistributes bicycles for a bikeshare company,,NA,1,I redistribute bicycles for a bikeshare company,person_weight
per,,share_work_5,Share work -- Redistributes bicycles for a bikeshare company,,NA,995,Missing,person_weight
per,,share_work_6,Share work -- Redistributes scooters for a scooter share company,,NA,0,Not selected,person_weight
per,,share_work_6,Share work -- Redistributes scooters for a scooter share company,,NA,1,I redistribute scooters for a scooter share company,person_weight
per,,share_work_6,Share work -- Redistributes scooters for a scooter share company,,NA,995,Missing,person_weight
per,,share_work_996,Share work -- None of the above,,NA,0,Not selected,person_weight
per,,share_work_996,Share work -- None of the above,,NA,1,None of the above,person_weight
per,,share_work_996,Share work -- None of the above,,NA,995,Missing,person_weight
per,,share_work_997,Share work -- Other for-hire service related to transportation,,NA,0,Not selected,person_weight
per,,share_work_997,Share work -- Other for-hire service related to transportation,,NA,1,Other for-hire service related to transportation,person_weight
per,,share_work_997,Share work -- Other for-hire service related to transportation,,NA,995,Missing,person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",1,Not a student,person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",2,"Part-time student, currently attending some or all classes in-person",person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",3,"Part-time student, ONLY online classes",person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",4,"Full-time student, currently attending some or all classes in-person",person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",5,"Full-time student, ONLY online classes",person_weight
per,,student_status,Student status,,"Asked for 18+, imputed for under 1",995,Missing,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",1,6-7 days a week,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",2,5 days a week,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",3,4 days a week,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",4,2-3 days a week,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",5,1 day a week,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",6,1 day every 2 weeks,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",7,1-3 days a month,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",8,Less than monthly,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",995,Missing,person_weight
per,,telework_freq,How often telecommutes,,"If employed full-time, part-time, self-employed or volunteer/intern, if commute_freq is not 6-7 days a week",996,Never,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,1,6-7 days a week,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,2,5 days a week,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,3,4 days a week,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,4,2-3 days a week,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,5,1 day a week,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,6,1-3 days a month,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,7,Less than monthly,person_weight
per,,tnc_freq,"How often uses a smartphone-app ride service (e.g., Lyft, Uber)",,If uses smartphone-app ride services,995,Missing,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,1,50 or more,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,2,40 to 49,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,3,35 to 39,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,4,30 to 34,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,5,20 to 29,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,6,10 to 19,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,7,Fewer than 10,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,8,Hours vary greatly week to week,person_weight
per,,tnc_work_hours,"Hours per week driving for smartphone-app ride services (e.g., Uber, Lyft)",,If drives for smartphone-app ride services,995,Missing,person_weight
per,,transit_freq,How often uses transit,,if adult,1,6-7 days a week,person_weight
per,,transit_freq,How often uses transit,,if adult,2,5 days a week,person_weight
per,,transit_freq,How often uses transit,,if adult,3,4 days a week,person_weight
per,,transit_freq,How often uses transit,,if adult,4,2-3 days a week,person_weight
per,,transit_freq,How often uses transit,,if adult,5,1 day a week,person_weight
per,,transit_freq,How often uses transit,,if adult,6,1-3 days a month,person_weight
per,,transit_freq,How often uses transit,,if adult,7,Less than monthly,person_weight
per,,transit_freq,How often uses transit,,if adult,995,Missing,person_weight
per,,transit_freq,How often uses transit,,if adult,996,Never,person_weight
per,,transportation_barriers_1,Barrier preventing a trip -- Parking was too expensive,,NA,0,Not selected,person_weight
per,,transportation_barriers_1,Barrier preventing a trip -- Parking was too expensive,,NA,1,Parking was too expensive,person_weight
per,,transportation_barriers_1,Barrier preventing a trip -- Parking was too expensive,,NA,995,Missing,person_weight
per,,transportation_barriers_2,Barrier preventing a trip -- Vehicle was not working,,NA,0,Not selected,person_weight
per,,transportation_barriers_2,Barrier preventing a trip -- Vehicle was not working,,NA,1,Vehicle was not working,person_weight
per,,transportation_barriers_2,Barrier preventing a trip -- Vehicle was not working,,NA,995,Missing,person_weight
per,,transportation_barriers_3,Barrier preventing a trip -- Vehicle was not available,,NA,0,Not selected,person_weight
per,,transportation_barriers_3,Barrier preventing a trip -- Vehicle was not available,,NA,1,Vehicle was not available,person_weight
per,,transportation_barriers_3,Barrier preventing a trip -- Vehicle was not available,,NA,995,Missing,person_weight
per,,transportation_barriers_4,Barrier preventing a trip -- Bus was not running,,NA,0,Not selected,person_weight
per,,transportation_barriers_4,Barrier preventing a trip -- Bus was not running,,NA,1,Bus was not running,person_weight
per,,transportation_barriers_4,Barrier preventing a trip -- Bus was not running,,NA,995,Missing,person_weight
per,,transportation_barriers_5,Barrier preventing a trip -- This has not happened in the past 7 days,,NA,0,Not selected,person_weight
per,,transportation_barriers_5,Barrier preventing a trip -- This has not happened in the past 7 days,,NA,1,This has not happened in the past 7 days,person_weight
per,,transportation_barriers_5,Barrier preventing a trip -- This has not happened in the past 7 days,,NA,995,Missing,person_weight
per,,transportation_barriers_997,Barrier preventing a trip -- Other,,NA,0,Not selected,person_weight
per,,transportation_barriers_997,Barrier preventing a trip -- Other,,NA,1,Other,person_weight
per,,transportation_barriers_997,Barrier preventing a trip -- Other,,NA,995,Missing,person_weight
per,,transportation_barriers_999,Barrier preventing a trip -- Prefer not to answer,,NA,0,Not selected,person_weight
per,,transportation_barriers_999,Barrier preventing a trip -- Prefer not to answer,,NA,1,Prefer not to answer,person_weight
per,,transportation_barriers_999,Barrier preventing a trip -- Prefer not to answer,,NA,995,Missing,person_weight
per,,uses_bikeshare,"Share -- Bikeshare (e.g., Nice Ride, Lyft)",,NA,0,Not selected,person_weight
per,,uses_bikeshare,"Share -- Bikeshare (e.g., Nice Ride, Lyft)",,NA,1,"Bikeshare (e.g., Nice Ride, Lyft)",person_weight
per,,uses_bikeshare,"Share -- Bikeshare (e.g., Nice Ride, Lyft)",,NA,995,Missing,person_weight
per,,uses_bus,Share -- SouthWest Prime or MVTA Connect,,NA,0,Not selected,person_weight
per,,uses_bus,Share -- SouthWest Prime or MVTA Connect,,NA,1,SouthWest Prime or MVTA Connect,person_weight
per,,uses_bus,Share -- SouthWest Prime or MVTA Connect,,NA,995,Missing,person_weight
per,,uses_carshare,"Share -- Carshare (e.g., Zipcar)",,NA,0,Not selected,person_weight
per,,uses_carshare,"Share -- Carshare (e.g., Zipcar)",,NA,1,Carshare,person_weight
per,,uses_carshare,"Share -- Carshare (e.g., Zipcar)",,NA,995,Missing,person_weight
per,,uses_moped,"Share -- Moped share (e.g., Scoot)",,NA,0,Not selected,person_weight
per,,uses_moped,"Share -- Moped share (e.g., Scoot)",,NA,1,"Moped share (e.g., Scoot)",person_weight
per,,uses_moped,"Share -- Moped share (e.g., Scoot)",,NA,995,Missing,person_weight
per,,uses_p2p_share,"Share -- Peer-to-peer car rental (e.g., Turo)",,NA,0,Not selected,person_weight
per,,uses_p2p_share,"Share -- Peer-to-peer car rental (e.g., Turo)",,NA,1,"Peer-to-peer car rental (e.g., Turo)",person_weight
per,,uses_p2p_share,"Share -- Peer-to-peer car rental (e.g., Turo)",,NA,995,Missing,person_weight
per,,uses_scooter,"Share -- Scooter share (e.g., Nice Ride, Lyft)",,NA,0,Not selected,person_weight
per,,uses_scooter,"Share -- Scooter share (e.g., Nice Ride, Lyft)",,NA,1,"Scooter share (e.g., Bird, Lime, Nice Ride, Lyft)",person_weight
per,,uses_scooter,"Share -- Scooter share (e.g., Nice Ride, Lyft)",,NA,995,Missing,person_weight
per,,uses_tnc,"Share -- Uber, Lyft, or other smartphone-app ride service",,NA,0,Not selected,person_weight
per,,uses_tnc,"Share -- Uber, Lyft, or other smartphone-app ride service",,NA,1,"Uber, Lyft, or other smartphone-app ride service",person_weight
per,,uses_tnc,"Share -- Uber, Lyft, or other smartphone-app ride service",,NA,995,Missing,person_weight
per,,uses_vanpool,Share -- Vanpool,,NA,0,Not selected,person_weight
per,,uses_vanpool,Share -- Vanpool,,NA,1,Vanpool,person_weight
per,,uses_vanpool,Share -- Vanpool,,NA,995,Missing,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,1,6-7 days a week,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,2,5 days a week,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,3,4 days a week,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,4,2-3 days a week,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,5,1 day a week,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,6,1-3 days a month,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,7,Less than monthly,person_weight
per,,vanpool_freq,How often uses vanpool,,If uses vanpool,995,Missing,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,6,Household vehicle 1,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,7,Household vehicle 2,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,8,Household vehicle 3,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,9,Household vehicle 4,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,10,Household vehicle 5,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,11,Household vehicle 6,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,18,"A carshare vehicle (e.g., Zipcar)",person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,995,Missing,person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,996,None (I do not drive a vehicle),person_weight
per,,vehicle_name,Vehicle driven most,,If household has vehicles,997,Other vehicle,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,1,Very likely,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,2,Somewhat likely,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,3,Neutral,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,4,Somewhat unlikely,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,5,Very unlikely,person_weight
per,,vehicle_purchase,Likelihood of purchasing new vehicle in next 6 months,,NA,995,Missing,person_weight
per,,work_bg_2010,NA,,NA,NA,NA,person_weight
per,,work_bg_2020,NA,,NA,NA,NA,person_weight
per,,work_cbg,NA,,NA,NA,NA,person_weight
per,,work_city,NA,,NA,NA,NA,person_weight
per,,work_county,Work location: County,,NA,995,Missing,person_weight
per,,work_county,Work location: County,,NA,27001,Aitkin,person_weight
per,,work_county,Work location: County,,NA,27003,Anoka,person_weight
per,,work_county,Work location: County,,NA,27005,Becker,person_weight
per,,work_county,Work location: County,,NA,27007,Beltrami,person_weight
per,,work_county,Work location: County,,NA,27009,Benton,person_weight
per,,work_county,Work location: County,,NA,27011,Big Stone,person_weight
per,,work_county,Work location: County,,NA,27013,Blue Earth,person_weight
per,,work_county,Work location: County,,NA,27015,Brown,person_weight
per,,work_county,Work location: County,,NA,27017,Carlton,person_weight
per,,work_county,Work location: County,,NA,27019,Carver,person_weight
per,,work_county,Work location: County,,NA,27021,Cass,person_weight
per,,work_county,Work location: County,,NA,27023,Chippewa,person_weight
per,,work_county,Work location: County,,NA,27025,Chisago,person_weight
per,,work_county,Work location: County,,NA,27027,Clay,person_weight
per,,work_county,Work location: County,,NA,27029,Clearwater,person_weight
per,,work_county,Work location: County,,NA,27031,Cook,person_weight
per,,work_county,Work location: County,,NA,27033,Cottonwood,person_weight
per,,work_county,Work location: County,,NA,27035,Crow Wing,person_weight
per,,work_county,Work location: County,,NA,27037,Dakota,person_weight
per,,work_county,Work location: County,,NA,27039,Dodge,person_weight
per,,work_county,Work location: County,,NA,27041,Douglas,person_weight
per,,work_county,Work location: County,,NA,27043,Faribault,person_weight
per,,work_county,Work location: County,,NA,27045,Fillmore,person_weight
per,,work_county,Work location: County,,NA,27047,Freeborn,person_weight
per,,work_county,Work location: County,,NA,27049,Goodhue,person_weight
per,,work_county,Work location: County,,NA,27051,Grant,person_weight
per,,work_county,Work location: County,,NA,27053,Hennepin,person_weight
per,,work_county,Work location: County,,NA,27055,Houston,person_weight
per,,work_county,Work location: County,,NA,27057,Hubbard,person_weight
per,,work_county,Work location: County,,NA,27059,Isanti,person_weight
per,,work_county,Work location: County,,NA,27061,Itasca,person_weight
per,,work_county,Work location: County,,NA,27063,Jackson,person_weight
per,,work_county,Work location: County,,NA,27065,Kanabec,person_weight
per,,work_county,Work location: County,,NA,27067,Kandiyohi,person_weight
per,,work_county,Work location: County,,NA,27069,Kittson,person_weight
per,,work_county,Work location: County,,NA,27071,Koochiching,person_weight
per,,work_county,Work location: County,,NA,27073,Lac qui Parle,person_weight
per,,work_county,Work location: County,,NA,27075,Lake,person_weight
per,,work_county,Work location: County,,NA,27077,Lake of the Woods,person_weight
per,,work_county,Work location: County,,NA,27079,Le Sueur,person_weight
per,,work_county,Work location: County,,NA,27081,Lincoln,person_weight
per,,work_county,Work location: County,,NA,27083,Lyon,person_weight
per,,work_county,Work location: County,,NA,27085,McLeod,person_weight
per,,work_county,Work location: County,,NA,27087,Mahnomen,person_weight
per,,work_county,Work location: County,,NA,27089,Marshall,person_weight
per,,work_county,Work location: County,,NA,27091,Martin,person_weight
per,,work_county,Work location: County,,NA,27093,Meeker,person_weight
per,,work_county,Work location: County,,NA,27095,Mille Lacs,person_weight
per,,work_county,Work location: County,,NA,27097,Morrison,person_weight
per,,work_county,Work location: County,,NA,27099,Mower,person_weight
per,,work_county,Work location: County,,NA,27101,Murray,person_weight
per,,work_county,Work location: County,,NA,27103,Nicollet,person_weight
per,,work_county,Work location: County,,NA,27105,Nobles,person_weight
per,,work_county,Work location: County,,NA,27107,Norman,person_weight
per,,work_county,Work location: County,,NA,27109,Olmsted,person_weight
per,,work_county,Work location: County,,NA,27111,Otter Tail,person_weight
per,,work_county,Work location: County,,NA,27113,Pennington,person_weight
per,,work_county,Work location: County,,NA,27115,Pine,person_weight
per,,work_county,Work location: County,,NA,27117,Pipestone,person_weight
per,,work_county,Work location: County,,NA,27119,Polk,person_weight
per,,work_county,Work location: County,,NA,27121,Pope,person_weight
per,,work_county,Work location: County,,NA,27123,Ramsey,person_weight
per,,work_county,Work location: County,,NA,27125,Red Lake,person_weight
per,,work_county,Work location: County,,NA,27127,Redwood,person_weight
per,,work_county,Work location: County,,NA,27129,Renville,person_weight
per,,work_county,Work location: County,,NA,27131,Rice,person_weight
per,,work_county,Work location: County,,NA,27133,Rock,person_weight
per,,work_county,Work location: County,,NA,27135,Roseau,person_weight
per,,work_county,Work location: County,,NA,27137,St Louis,person_weight
per,,work_county,Work location: County,,NA,27139,Scott,person_weight
per,,work_county,Work location: County,,NA,27141,Sherburne,person_weight
per,,work_county,Work location: County,,NA,27143,Sibley,person_weight
per,,work_county,Work location: County,,NA,27145,Stearns,person_weight
per,,work_county,Work location: County,,NA,27147,Steele,person_weight
per,,work_county,Work location: County,,NA,27149,Stevens,person_weight
per,,work_county,Work location: County,,NA,27151,Swift,person_weight
per,,work_county,Work location: County,,NA,27153,Todd,person_weight
per,,work_county,Work location: County,,NA,27155,Traverse,person_weight
per,,work_county,Work location: County,,NA,27157,Wabasha,person_weight
per,,work_county,Work location: County,,NA,27159,Wadena,person_weight
per,,work_county,Work location: County,,NA,27161,Waseca,person_weight
per,,work_county,Work location: County,,NA,27163,Washington,person_weight
per,,work_county,Work location: County,,NA,27165,Watonwan,person_weight
per,,work_county,Work location: County,,NA,27167,Wilkin,person_weight
per,,work_county,Work location: County,,NA,27169,Winona,person_weight
per,,work_county,Work location: County,,NA,27171,Wright,person_weight
per,,work_county,Work location: County,,NA,27173,Yellow Medicine,person_weight
per,,work_county,Work location: County,,NA,55001,Adams,person_weight
per,,work_county,Work location: County,,NA,55003,Ashland,person_weight
per,,work_county,Work location: County,,NA,55005,Barron,person_weight
per,,work_county,Work location: County,,NA,55007,Bayfield,person_weight
per,,work_county,Work location: County,,NA,55009,Brown,person_weight
per,,work_county,Work location: County,,NA,55011,Buffalo,person_weight
per,,work_county,Work location: County,,NA,55013,Burnett,person_weight
per,,work_county,Work location: County,,NA,55015,Calumet,person_weight
per,,work_county,Work location: County,,NA,55017,Chippewa,person_weight
